;Unnamed: 0.1;Unnamed: 0;participant;list;item;condition_id;verbclass;reference;NP1gender;prompt;cont;analyzable;word_order;anaphor_type;pers;name;filter_$;type;NP1;NP2;Koreferenz;Anaphorische Form;verb;AbstConc;Arou;IMG;Val
236;236;236;62.0;8.0;30.0;3.0;se;subject;m;Jürgen erschreckte Saskia fast zu Tode, weil;er plötzlich hinter ihr stand;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP1;personal;erschreckte;4.557;6.759;5.78;3.016
237;237;237;66.0;7.0;30.0;2.0;se;subject;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;sie noch ihre Schönheitsmaske anhatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP1;personal;erschreckte;4.557;6.759;5.78;3.016
238;238;238;68.0;8.0;30.0;3.0;se;subject;m;Jürgen erschreckte Saskia fast zu Tode, weil;er auf einmal vor dem Fenster auftauchte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP1;personal;erschreckte;4.557;6.759;5.78;3.016
239;239;239;69.0;8.0;30.0;3.0;se;subject;m;Jürgen erschreckte Saskia fast zu Tode, weil;er hinter der Tür hervorsprang.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP1;personal;erschreckte;4.557;6.759;5.78;3.016
240;240;240;67.0;1.0;31.0;3.0;se;subject;m;Julian erstaunte Simone auf das Heftigste, weil;sie das normal nie machte;3.0;;;;;Not Selected;Experiment;Julian;Simone;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
241;241;241;2.0;1.0;31.0;3.0;se;subject;m;Julian erstaunte Simone auf das Heftigste, weil;er gefühle zeigen konnte;5.0;so;pers;1.0;0.0;Selected;Experiment;Julian;Simone;NP1;personal;erstaunte;2.904;4.992;2.843;5.766
242;242;242;10.0;1.0;31.0;3.0;se;subject;m;Julian erstaunte Simone auf das Heftigste, weil;er zum ersten Date sein Fingerboard mitbrachte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julian;Simone;NP1;personal;erstaunte;2.904;4.992;2.843;5.766
243;243;243;15.0;1.0;31.0;3.0;se;subject;m;Julian erstaunte Simone auf das Heftigste, weil;er so offen und unbeholfen mit jedem auskam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julian;Simone;NP1;personal;erstaunte;2.904;4.992;2.843;5.766
244;244;244;23.0;8.0;31.0;2.0;se;subject;f;Jana erstaunte Simon auf das Heftigste, weil;sie so mutig war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP1;personal;erstaunte;2.904;4.992;2.843;5.766
245;245;245;62.0;8.0;31.0;2.0;se;subject;f;Jana erstaunte Simon auf das Heftigste, weil;sie eine Eins in Mathe bekam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP1;personal;erstaunte;2.904;4.992;2.843;5.766
246;246;246;68.0;8.0;31.0;2.0;se;subject;f;Jana erstaunte Simon auf das Heftigste, weil;sie den Kasten alleine trug;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP1;personal;erstaunte;2.904;4.992;2.843;5.766
247;247;247;69.0;8.0;31.0;2.0;se;subject;f;Jana erstaunte Simon auf das Heftigste, weil;sie ihm sagte, dass sie ihn verlässt.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP1;personal;erstaunte;2.904;4.992;2.843;5.766
248;248;248;67.0;1.0;32.0;2.0;se;subject;f;Janina faszinierte Steffen ganz und gar, weil;sie sich einen Menschen genauso vorstellt;5.0;os;pers;;;Not Selected;Experiment;Janina;Steffen;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
249;249;249;1.0;2.0;32.0;3.0;se;subject;m;Kevin faszinierte Sonja ganz und gar, weil;er ein gutes Deo benutzte;5.0;so;pers;1.0;0.0;Selected;Experiment;Kevin;Sonja;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
250;250;250;2.0;1.0;32.0;2.0;se;subject;f;Janina faszinierte Steffen ganz und gar, weil;sie so beliebt war;5.0;so;pers;1.0;0.0;Selected;Experiment;Janina;Steffen;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
251;251;251;10.0;1.0;32.0;2.0;se;subject;f;Janina faszinierte Steffen ganz und gar, weil;sie blaue Augen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Janina;Steffen;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
252;252;252;11.0;2.0;32.0;3.0;se;subject;m;Kevin faszinierte Sonja ganz und gar, weil;er so sportlich ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Kevin;Sonja;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
253;253;253;13.0;2.0;32.0;3.0;se;subject;m;Kevin faszinierte Sonja ganz und gar, weil;er so anders war als alle anderne.;5.0;so;pers;1.0;0.0;Selected;Experiment;Kevin;Sonja;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
254;254;254;15.0;1.0;32.0;2.0;se;subject;f;Janina faszinierte Steffen ganz und gar, weil;sie gut aussah.;5.0;so;pers;1.0;0.0;Selected;Experiment;Janina;Steffen;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
255;255;255;61.0;2.0;32.0;3.0;se;subject;m;Kevin faszinierte Sonja ganz und gar, weil;er so groß war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Kevin;Sonja;NP1;personal;faszinierte;3.478;6.425;4.633;6.477
256;256;256;1.0;2.0;33.0;2.0;se;subject;f;Jasmin inspirierte Stephan auf wundersame Art und Weise, weil;sie magische Fähigkeiten besitzt;5.0;so;pers;1.0;0.0;Selected;Experiment;Jasmin;Stephan;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
257;257;257;11.0;2.0;33.0;2.0;se;subject;f;Jasmin inspirierte Stephan auf wundersame Art und Weise, weil;sie so schlau ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jasmin;Stephan;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
258;258;258;12.0;3.0;33.0;3.0;se;subject;m;Kilian inspirierte Sophie auf wundersame Art und Weise, weil;er so strebsam und gewissenhaft war;5.0;so;pers;1.0;0.0;Selected;Experiment;Kilian;Sophie;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
259;259;259;13.0;2.0;33.0;2.0;se;subject;f;Jasmin inspirierte Stephan auf wundersame Art und Weise, weil;sie immer gute Ideen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jasmin;Stephan;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
260;260;260;14.0;3.0;33.0;3.0;se;subject;m;Kilian inspirierte Sophie auf wundersame Art und Weise, weil;er sich Mühe gab sie glücklich zu machen.;5.0;so;pers;1.0;0.0;Selected;Experiment;Kilian;Sophie;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
261;261;261;20.0;3.0;33.0;3.0;se;subject;m;Kilian inspirierte Sophie auf wundersame Art und Weise, weil;er Dinge tat, die andere nicht tun.;5.0;so;pers;1.0;0.0;Selected;Experiment;Kilian;Sophie;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
262;262;262;61.0;2.0;33.0;2.0;se;subject;f;Jasmin inspirierte Stephan auf wundersame Art und Weise, weil;sie eigentlich nichts besonders konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jasmin;Stephan;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
263;263;263;65.0;3.0;33.0;3.0;se;subject;m;Kilian inspirierte Sophie auf wundersame Art und Weise, weil;er immer positiv denkt;5.0;so;pers;1.0;0.0;Selected;Experiment;Kilian;Sophie;NP1;personal;inspirierte;3.904;4.823;4.537;8.202
264;264;264;5.0;4.0;34.0;3.0;se;subject;m;Klaus irritierte Stefanie schon seit Jahren, weil;er sich so seltsam anzog.;5.0;so;pers;1.0;0.0;Selected;Experiment;Klaus;Stefanie;NP1;personal;irritierte;3.072;4.57;3.648;4.203
265;265;265;12.0;3.0;34.0;2.0;se;subject;f;Jennifer irritierte Sven schon seit Jahren, weil;sie komische Geräusche von sich gab;5.0;so;pers;1.0;0.0;Selected;Experiment;Jennifer;Sven;NP1;personal;irritierte;3.072;4.57;3.648;4.203
266;266;266;14.0;3.0;34.0;2.0;se;subject;f;Jennifer irritierte Sven schon seit Jahren, weil;sie immer zweideutige Anspielungen gemacht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jennifer;Sven;NP1;personal;irritierte;3.072;4.57;3.648;4.203
267;267;267;18.0;4.0;34.0;3.0;se;subject;m;Klaus irritierte Stefanie schon seit Jahren, weil;er immer nur wage Andeutungen machte;5.0;so;pers;1.0;0.0;Selected;Experiment;Klaus;Stefanie;NP1;personal;irritierte;3.072;4.57;3.648;4.203
268;268;268;20.0;3.0;34.0;2.0;se;subject;f;Jennifer irritierte Sven schon seit Jahren, weil;sie stets missverständliche Äußerungen von sich gegeben hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jennifer;Sven;NP1;personal;irritierte;3.072;4.57;3.648;4.203
269;269;269;27.0;4.0;34.0;3.0;se;subject;m;Klaus irritierte Stefanie schon seit Jahren, weil;er nie mit der Sprache herausrückte;5.0;so;pers;1.0;0.0;Selected;Experiment;Klaus;Stefanie;NP1;personal;irritierte;3.072;4.57;3.648;4.203
270;270;270;31.0;4.0;34.0;3.0;se;subject;m;Klaus irritierte Stefanie schon seit Jahren, weil;er dauernd seinen Kleidungsstil wechselte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Klaus;Stefanie;NP1;personal;irritierte;3.072;4.57;3.648;4.203
271;271;271;65.0;3.0;34.0;2.0;se;subject;f;Jennifer irritierte Sven schon seit Jahren, weil;sie ihn immer so nett anlächelt;5.0;so;pers;1.0;0.0;Selected;Experiment;Jennifer;Sven;NP1;personal;irritierte;3.072;4.57;3.648;4.203
272;272;272;5.0;4.0;35.0;2.0;se;subject;f;Jessica langweilte Thomas ganz fürchterlich, weil;sie sich nur um sich selbst drehte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jessica;Thomas;NP1;personal;langweilte;3.186;4.509;5.049;2.818
273;273;273;18.0;4.0;35.0;2.0;se;subject;f;Jessica langweilte Thomas ganz fürchterlich, weil;sie immer dasselbe erzählte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jessica;Thomas;NP1;personal;langweilte;3.186;4.509;5.049;2.818
274;274;274;27.0;4.0;35.0;2.0;se;subject;f;Jessica langweilte Thomas ganz fürchterlich, weil;sie immer das Gleiche sagte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jessica;Thomas;NP1;personal;langweilte;3.186;4.509;5.049;2.818
275;275;275;28.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er so langsam redete.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella;NP1;personal;langweilte;3.186;4.509;5.049;2.818
276;276;276;31.0;4.0;35.0;2.0;se;subject;f;Jessica langweilte Thomas ganz fürchterlich, weil;sie einfach nur über Pferde sprach.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jessica;Thomas;NP1;personal;langweilte;3.186;4.509;5.049;2.818
277;277;277;42.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er ihr ein Gedicht von Goethe vorlas.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella;NP1;personal;langweilte;3.186;4.509;5.049;2.818
278;278;278;46.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er nur über isch redete.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella;NP1;personal;langweilte;3.186;4.509;5.049;2.818
279;279;279;71.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er keine interessanten Hobbies hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella;NP1;personal;langweilte;3.186;4.509;5.049;2.818
280;280;280;28.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie ihr wahres Gesicht zeigte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo;NP1;personal;schockierte;3.378;8.317;4.674;3.311
281;281;281;29.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er einen Hund trat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja;NP1;personal;schockierte;3.378;8.317;4.674;3.311
282;282;282;42.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie ihm eine Plastikhand ins Bett legte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo;NP1;personal;schockierte;3.378;8.317;4.674;3.311
283;283;283;46.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie sich Kunstblut auf den Hals träufelte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo;NP1;personal;schockierte;3.378;8.317;4.674;3.311
284;284;284;47.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er ein Sream Kostüm trug;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja;NP1;personal;schockierte;3.378;8.317;4.674;3.311
285;285;285;63.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er ihr eine Gruselgeschichte erzählte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja;NP1;personal;schockierte;3.378;8.317;4.674;3.311
286;286;286;71.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie Tiere folterte;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo;NP1;personal;schockierte;3.378;8.317;4.674;3.311
287;287;287;72.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er ihr ein erlegtes Reh mitbrachte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja;NP1;personal;schockierte;3.378;8.317;4.674;3.311
288;288;288;8.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er nicht wusste wie viel abstand eine frau braucht.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria;NP1;personal;störte;3.181;4.411;4.072;3.214
289;289;289;29.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie nervös mit den Fingern auf dem Tisch trommelte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias;NP1;personal;störte;3.181;4.411;4.072;3.214
290;290;290;47.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie den Fernseher zu laut stellte;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias;NP1;personal;störte;3.181;4.411;4.072;3.214
291;291;291;48.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er laut plapperte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria;NP1;personal;störte;3.181;4.411;4.072;3.214
292;292;292;58.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er taub war und nicht hören konnte, dass sie gerade Klavier spielte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria;NP1;personal;störte;3.181;4.411;4.072;3.214
293;293;293;63.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie ihn ständig ausfragte über seinen Tagesablauf.;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias;NP1;personal;störte;3.181;4.411;4.072;3.214
294;294;294;66.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er nicht wusste dass sie in diesem Zimmer war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria;NP1;personal;störte;3.181;4.411;4.072;3.214
295;295;295;72.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie nicht wusste, dass er schon schlief als sie ihn anrief.;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias;NP1;personal;störte;3.181;4.411;4.072;3.214
296;296;296;8.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie wissen wollte ob er treu ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom;NP1;personal;überraschte;3.464;5.632;3.647;6.465
297;297;297;23.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er sie bei der Arbeit abholte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera;NP1;personal;überraschte;3.464;5.632;3.647;6.465
298;298;298;48.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie ihm ein Geschenk machte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom;NP1;personal;überraschte;3.464;5.632;3.647;6.465
299;299;299;58.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie endlich ihre kaputten Schuhe durch neue ersetzt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom;NP1;personal;überraschte;3.464;5.632;3.647;6.465
300;300;300;62.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er sie liebte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera;NP1;personal;überraschte;3.464;5.632;3.647;6.465
301;301;301;66.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie ihn so toll fand.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom;NP1;personal;überraschte;3.464;5.632;3.647;6.465
302;302;302;68.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er sich nicht angekündigt hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera;NP1;personal;überraschte;3.464;5.632;3.647;6.465
303;303;303;69.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er ihr ein Geschenk gab.;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera;NP1;personal;überraschte;3.464;5.632;3.647;6.465
304;304;304;2.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er ihr rote rosen schenkte;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
305;305;305;10.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er tatsächlich pünktlich kam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
306;306;306;15.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er plötzlich eine so gute Note in Mathe hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
307;307;307;23.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie ein Rad schlagen konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
308;308;308;62.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie plötzlich zaubern konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
309;309;309;67.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er aus dem nichts kam;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
310;310;310;68.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie ihm auf einmal mit allem half;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
311;311;311;69.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie ihm einen Kuchen backte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten;NP1;personal;verblüffte;3.374;5.202;3.549;6.033
312;312;312;1.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er sich nicht gut ausdrücken kann;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
313;313;313;2.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie einfach keinen plan hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
314;314;314;10.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie selbst ein bisschen neben der Spur war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
315;315;315;11.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er dachte, sie wisse wovon er redet.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
316;316;316;13.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er mit ihr über Aufgaben der Klausur diskutierte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
317;317;317;15.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie einen kurzen Minirock an hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
318;318;318;61.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er die Vorlesungsfolien durcheinander gebracht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
319;319;319;67.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie so verwirrt ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick;NP1;personal;verwirrte;2.12;5.133;3.598;4.001
320;320;320;1020.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;er sie behalten wollte.;1.0;;;;;Not Selected;Experiment;Alisa;Marcel;NP2;personal;beneidete;3.103;5.81;4.267;6.457
321;321;321;1026.0;7.0;5.0;3.0;es;object;m;Armin bewunderte Lisa seit geraumer Zeit, weil;sie ihn nicht verstand;1.0;;;;;Not Selected;Experiment;Armin;Lisa;NP2;personal;bewunderte;3.949;5.014;6.431;7.158
322;322;322;1042.0;5.0;8.0;2.0;es;object;f;Anke hasste Martin bis aufs Blut, weil;er Maschine ist;1.0;;;;;Not Selected;Experiment;Anke;Martin;NP2;personal;hasste;2.681;6.813;5.311;2.594
323;323;323;1041.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;sie scharf auf sein Geld ist.;1.0;;;;;Not Selected;Experiment;Christina;Nikolas;NP1;personal;verehrte;3.603;5.516;5.24;5.934
324;324;324;1025.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie einen Liter;1.0;;;;;Not Selected;Experiment;Dominik;Melanie;;;vergötterte;2.969;6.389;4.799;5.22
325;325;325;1018.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;sie nicht so leicht Dinge auswendig lernen konnte, wie er.;3.0;;;;;Not Selected;Experiment;Alisa;Marcel;NP1;personal;beneidete;3.103;5.81;4.267;6.457
326;326;326;1040.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;sie sich dafür schämte;3.0;;;;;Not Selected;Experiment;Alisa;Marcel;NP1;personal;beneidete;3.103;5.81;4.267;6.457
327;327;327;1042.0;5.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;sie nicht so fly war;3.0;;;;;Not Selected;Experiment;Alisa;Marcel;NP1;personal;beneidete;3.103;5.81;4.267;6.457
328;328;328;1023.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;sie so schlau war;3.0;;;;;Not Selected;Experiment;Christina;Nikolas;NP1;personal;verehrte;3.603;5.516;5.24;5.934
329;329;329;1042.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;sie ein gemeinsames Geheimnis hatten;5.0;so;;;;Selected;Experiment;Ellen;Patrick;NP1+NP2;personal;vertraute;2.543;4.983;3.498;6.436
330;330;330;1012.0;3.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;er sich immer auf sie verlassen konnte.;4.0;so;pers;;;Not Selected;Experiment;Aaron;Kathrin;NP1;personal;achtete;3.778;4.168;4.27;5.992
331;331;331;1036.0;3.0;9.0;3.0;es;object;m;Benedikt liebte Magdalena von ganzem Herzen, weil;er sich von ihr so gut verstanden fühlte, wie noch nie zuvor von einem anderen Menschen;4.0;so;pers;;;Not Selected;Experiment;Benedikt;Magdalena;NP1;personal;liebte;2.749;6.27;5.54;7.487
332;332;332;1012.0;3.0;10.0;2.0;es;object;f;Annalena misstraute Matthias seit einer ganzen Weile, weil;sie das Gefühl hatte er würde sie betrügen.;4.0;so;pers;;;Not Selected;Experiment;Annalena;Matthias;NP1;personal;misstraute;2.642;5.503;4.065;3.792
333;333;333;1035.0;8.0;10.0;3.0;es;object;m;Benjamin misstraute Maja seit einer ganzen Weile, weil;er ihr nicht vertraut.;4.0;so;pers;;;Not Selected;Experiment;Benjamin;Maja;NP1;personal;misstraute;2.642;5.503;4.065;3.792
334;334;334;103.0;4.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;er sie liebte;4.0;so;pers;;;Not Selected;Experiment;Clemens;Margarethe;NP1;personal;sorgte sich um;3.983;3.702;4.536;6.467
335;335;335;1035.0;8.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;er in sie verliebt ist.;4.0;so;pers;;;Not Selected;Experiment;Clemens;Margarethe;NP1;personal;sorgte sich um;3.983;3.702;4.536;6.467
336;336;336;1018.0;1.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;sie wusste, dass er ihre Freundin verletzt hatte;4.0;so;pers;;;Not Selected;Experiment;Charlotte;Niko;NP1;personal;verachtete;1.669;5.816;3.475;3.299
337;337;337;1036.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;er es unheimlich mutig fand, wie sie sich für Daniela eingesetzt hatte.;4.0;so;pers;;;Not Selected;Experiment;Dennis;Mathilde;NP1;personal;verehrte;3.603;5.516;5.24;5.934
338;338;338;1018.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;sie wusste, dass er ein guter Junge war.;4.0;so;pers;;;Not Selected;Experiment;Ellen;Patrick;NP1;personal;vertraute;2.543;4.983;3.498;6.436
