;Unnamed: 0;participant;list;item;condition_id;verbclass;reference;NP1gender;prompt;cont;analyzable;word_order;anaphor_type;pers;name;filter_$;type;NP1;NP2
273;273;18.0;4.0;35.0;2.0;se;subject;f;Jessica langweilte Thomas ganz fürchterlich, weil;sie immer dasselbe erzählte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jessica;Thomas
274;274;27.0;4.0;35.0;2.0;se;subject;f;Jessica langweilte Thomas ganz fürchterlich, weil;sie immer das Gleiche sagte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jessica;Thomas
275;275;28.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er so langsam redete.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella
276;276;31.0;4.0;35.0;2.0;se;subject;f;Jessica langweilte Thomas ganz fürchterlich, weil;sie einfach nur über Pferde sprach.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jessica;Thomas
277;277;42.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er ihr ein Gedicht von Goethe vorlas.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella
278;278;46.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er nur über isch redete.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella
279;279;71.0;5.0;35.0;3.0;se;subject;m;Lars langweilte Stella ganz fürchterlich, weil;er keine interessanten Hobbies hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Lars;Stella
280;280;28.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie ihr wahres Gesicht zeigte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo
281;281;29.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er einen Hund trat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja
282;282;42.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie ihm eine Plastikhand ins Bett legte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo
283;283;46.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie sich Kunstblut auf den Hals träufelte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo
284;284;47.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er ein Sream Kostüm trug;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja
285;285;63.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er ihr eine Gruselgeschichte erzählte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja
286;286;71.0;5.0;36.0;2.0;se;subject;f;Johanna schockierte Timo auf eine grausame Art und Weise, weil;sie Tiere folterte;5.0;so;pers;1.0;0.0;Selected;Experiment;Johanna;Timo
287;287;72.0;6.0;36.0;3.0;se;subject;m;Lennart schockierte Svenja auf eine grausame Art und Weise, weil;er ihr ein erlegtes Reh mitbrachte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lennart;Svenja
288;288;8.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er nicht wusste wie viel abstand eine frau braucht.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria
289;289;29.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie nervös mit den Fingern auf dem Tisch trommelte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias
290;290;47.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie den Fernseher zu laut stellte;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias
291;291;48.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er laut plapperte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria
292;292;58.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er taub war und nicht hören konnte, dass sie gerade Klavier spielte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria
293;293;63.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie ihn ständig ausfragte über seinen Tagesablauf.;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias
294;294;66.0;7.0;37.0;3.0;se;subject;m;Leon störte Valeria, ohne es zu wollen, weil;er nicht wusste dass sie in diesem Zimmer war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Leon;Valeria
295;295;72.0;6.0;37.0;2.0;se;subject;f;Judith störte Tobias, ohne es zu wollen, weil;sie nicht wusste, dass er schon schlief als sie ihn anrief.;5.0;so;pers;1.0;0.0;Selected;Experiment;Judith;Tobias
296;296;8.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie wissen wollte ob er treu ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom
297;297;23.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er sie bei der Arbeit abholte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera
298;298;48.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie ihm ein Geschenk machte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom
299;299;58.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie endlich ihre kaputten Schuhe durch neue ersetzt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom
300;300;62.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er sie liebte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera
301;301;66.0;7.0;38.0;2.0;se;subject;f;Julia überraschte Tom vor ein paar Minuten, weil;sie ihn so toll fand.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julia;Tom
302;302;68.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er sich nicht angekündigt hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera
303;303;69.0;8.0;38.0;3.0;se;subject;m;Linus überraschte Vera vor ein paar Minuten, weil;er ihr ein Geschenk gab.;5.0;so;pers;1.0;0.0;Selected;Experiment;Linus;Vera
304;304;2.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er ihr rote rosen schenkte;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena
305;305;10.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er tatsächlich pünktlich kam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena
306;306;15.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er plötzlich eine so gute Note in Mathe hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena
307;307;23.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie ein Rad schlagen konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten
308;308;62.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie plötzlich zaubern konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten
309;309;67.0;1.0;39.0;3.0;se;subject;m;Lorenz verblüffte Verena ganz außerordentlich, weil;er aus dem nichts kam;5.0;so;pers;1.0;0.0;Selected;Experiment;Lorenz;Verena
310;310;68.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie ihm auf einmal mit allem half;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten
311;311;69.0;8.0;39.0;2.0;se;subject;f;Juliane verblüffte Thorsten ganz außerordentlich, weil;sie ihm einen Kuchen backte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Juliane;Thorsten
312;312;1.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er sich nicht gut ausdrücken kann;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika
313;313;2.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie einfach keinen plan hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick
314;314;10.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie selbst ein bisschen neben der Spur war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick
315;315;11.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er dachte, sie wisse wovon er redet.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika
316;316;13.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er mit ihr über Aufgaben der Klausur diskutierte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika
317;317;15.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie einen kurzen Minirock an hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick
318;318;61.0;2.0;40.0;3.0;se;subject;m;Lutz verwirrte Veronika völlig unabsichtlich, weil;er die Vorlesungsfolien durcheinander gebracht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Lutz;Veronika
319;319;67.0;1.0;40.0;2.0;se;subject;f;Katharina verwirrte Yannick völlig unabsichtlich, weil;sie so verwirrt ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Katharina;Yannick
320;320;1020.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;er sie behalten wollte.;1.0;;;;;Not Selected;Experiment;Alisa;Marcel
321;321;1026.0;7.0;5.0;3.0;es;object;m;Armin bewunderte Lisa seit geraumer Zeit, weil;sie ihn nicht verstand;1.0;;;;;Not Selected;Experiment;Armin;Lisa
322;322;1042.0;5.0;8.0;2.0;es;object;f;Anke hasste Martin bis aufs Blut, weil;er Maschine ist;1.0;;;;;Not Selected;Experiment;Anke;Martin
323;323;1041.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;sie scharf auf sein Geld ist.;1.0;;;;;Not Selected;Experiment;Christina;Nikolas
324;324;1025.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie einen Liter;1.0;;;;;Not Selected;Experiment;Dominik;Melanie
325;325;1018.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;sie nicht so leicht Dinge auswendig lernen konnte, wie er.;3.0;;;;;Not Selected;Experiment;Alisa;Marcel
326;326;1040.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;sie sich dafür schämte;3.0;;;;;Not Selected;Experiment;Alisa;Marcel
327;327;1042.0;5.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;sie nicht so fly war;3.0;;;;;Not Selected;Experiment;Alisa;Marcel
328;328;1023.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;sie so schlau war;3.0;;;;;Not Selected;Experiment;Christina;Nikolas
329;329;1042.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;sie ein gemeinsames Geheimnis hatten;5.0;so;;;;Selected;Experiment;Ellen;Patrick
330;330;1012.0;3.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;er sich immer auf sie verlassen konnte.;4.0;so;pers;;;Not Selected;Experiment;Aaron;Kathrin
331;331;1036.0;3.0;9.0;3.0;es;object;m;Benedikt liebte Magdalena von ganzem Herzen, weil;er sich von ihr so gut verstanden fühlte, wie noch nie zuvor von einem anderen Menschen;4.0;so;pers;;;Not Selected;Experiment;Benedikt;Magdalena
332;332;1012.0;3.0;10.0;2.0;es;object;f;Annalena misstraute Matthias seit einer ganzen Weile, weil;sie das Gefühl hatte er würde sie betrügen.;4.0;so;pers;;;Not Selected;Experiment;Annalena;Matthias
333;333;1035.0;8.0;10.0;3.0;es;object;m;Benjamin misstraute Maja seit einer ganzen Weile, weil;er ihr nicht vertraut.;4.0;so;pers;;;Not Selected;Experiment;Benjamin;Maja
334;334;103.0;4.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;er sie liebte;4.0;so;pers;;;Not Selected;Experiment;Clemens;Margarethe
335;335;1035.0;8.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;er in sie verliebt ist.;4.0;so;pers;;;Not Selected;Experiment;Clemens;Margarethe
336;336;1018.0;1.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;sie wusste, dass er ihre Freundin verletzt hatte;4.0;so;pers;;;Not Selected;Experiment;Charlotte;Niko
337;337;1036.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;er es unheimlich mutig fand, wie sie sich für Daniela eingesetzt hatte.;4.0;so;pers;;;Not Selected;Experiment;Dennis;Mathilde
338;338;1018.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;sie wusste, dass er ein guter Junge war.;4.0;so;pers;;;Not Selected;Experiment;Ellen;Patrick
339;339;1026.0;7.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie von ihm fasziniert war;5.0;os;pers;;;Not Selected;Experiment;Aaron;Kathrin
340;340;1034.0;8.0;7.0;2.0;es;object;f;Anja fürchtete Markus ein kleines bisschen, weil;er klein war;5.0;os;pers;;;Not Selected;Experiment;Anja;Markus
341;341;1042.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ihm etwas sagen wollte;5.0;os;pers;1.0;0.0;Not Selected;Experiment;Fabian;Miriam
342;342;105.0;2.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er im Rollstuhl sitzt.;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
343;343;108.0;6.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er immer auf sein Aussehen achtete.;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
344;344;1011.0;2.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er sportlicher ist als sie.;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
345;345;1021.0;6.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er sehr schlau ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
346;346;1022.0;2.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;weil er so schlau war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
347;347;1023.0;6.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er sorgfältig war;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
348;348;1027.0;6.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er mit jedem Menschen gleich respektvoll umging.;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
349;349;1031.0;6.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er mit jedem sehr respektvoll umging.;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
350;350;1038.0;2.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;er viel Erfahrung in dem Bereich hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Adele;Lukas
351;351;107.0;3.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie die besten Noten schrieb.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aaron;Kathrin
352;352;1013.0;3.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie so gut Englisch spricht.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aaron;Kathrin
353;353;1014.0;7.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie ihre Soli so gut meisterte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aaron;Kathrin
354;354;1019.0;7.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie seine Großmutter war und viel erlitten hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Aaron;Kathrin
355;355;1029.0;7.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie eine sehr spezielle Ausstrahlung hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aaron;Kathrin
356;356;1036.0;3.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie sich vom ersten Tag an sehr professionell gezeigt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aaron;Kathrin
357;357;1037.0;7.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;sie so viel Leidenschaft in alles steckte;5.0;so;pers;1.0;0.0;Selected;Experiment;Aaron;Kathrin
358;358;107.0;3.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;er nichts mehr wusste.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aisha;Jörg
359;359;1013.0;3.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;er einfach keine Freundin findet.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aisha;Jörg
360;360;1024.0;3.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;er letzte Woche verstorben ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aisha;Jörg
361;361;1026.0;7.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;er alles verloren hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Aisha;Jörg
362;362;1036.0;3.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;er noch immer nicht über sie hinweg gekommen war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Aisha;Jörg
363;363;1037.0;7.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;er hingefallen war;5.0;so;pers;1.0;0.0;Selected;Experiment;Aisha;Jörg
364;364;101.0;8.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;sie arm war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Albert;Laura
365;365;1010.0;4.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;sie so dumm war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Albert;Laura
366;366;1025.0;4.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;sie so engstirnig war;5.0;so;pers;1.0;0.0;Selected;Experiment;Albert;Laura
367;367;1030.0;4.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;sie einen Autounfall hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Albert;Laura
368;368;1032.0;8.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;sie so oft zum Arzt musste;5.0;so;pers;1.0;0.0;Selected;Experiment;Albert;Laura
369;369;1034.0;8.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;sie Krebs hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Albert;Laura
370;370;1035.0;8.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;ihr Freund sie betrogen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Albert;Laura
371;371;101.0;8.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;er immer noch keine Stelle gefunden hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexandra;Manuel
372;372;1010.0;4.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;er stank.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexandra;Manuel
373;373;1028.0;8.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;seine Freundin sich von ihm getrennt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexandra;Manuel
374;374;1032.0;8.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;er Depressionen hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexandra;Manuel
375;375;1034.0;8.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;er krank war;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexandra;Manuel
376;376;1035.0;8.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;er kein Geld hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexandra;Manuel
377;377;102.0;1.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie krank ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
378;378;109.0;5.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie das Bein im Gips hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
379;379;1015.0;5.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie nicht am Literaturinstitut angenommen wurde.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
380;380;1017.0;1.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie vor der Sportprüfung sich das Bein gebrochen hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
381;381;1018.0;1.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie ihr Leben nicht in den Griff bekam;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
382;382;1020.0;1.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie sich den Arm gebrochen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
383;383;1039.0;5.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie nie gewann.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
384;384;1040.0;1.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;es ihr echt schlecht ging;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
385;385;1042.0;5.0;3.0;3.0;es;object;m;Alexander bemitleidete Lena in hohem Maße, weil;sie immer blöde Dinge machte;5.0;so;pers;1.0;0.0;Selected;Experiment;Alexander;Lena
386;386;109.0;5.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;er so sein konnte wie er war;5.0;so;pers;1.0;0.0;Selected;Experiment;Alisa;Marcel
387;387;1017.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;er immer die neuesten Sachen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alisa;Marcel
388;388;1039.0;5.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;er so schön war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Alisa;Marcel
389;389;104.0;6.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie von den Lehrern bevorzugt wird.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
390;390;105.0;2.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie so gut in der Schule ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
391;391;108.0;6.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie eine bessere Cellistin war als er.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
392;392;1011.0;2.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie eine bessere Note hatte als er.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
393;393;1016.0;2.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie immer die coolsten Harry-Potter-Klamotten trug.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
394;394;1021.0;6.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie so gut in Mathe war;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
395;395;1022.0;2.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie die teuersten Klamotten trug.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
396;396;1023.0;6.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie so klug war;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
397;397;1027.0;6.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie eine bessere Note bekommen hatte als er.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
398;398;1031.0;6.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie schlauer war als er.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
399;399;1038.0;2.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie einen Preis gewonnen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
400;400;1041.0;6.0;4.0;3.0;es;object;m;Andreas beneidete Leonie, ohne es offen zu zeigen, weil;sie Pokerweltmeisterin ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Andreas;Leonie
401;401;105.0;2.0;5.0;2.0;es;object;f;Amelia bewunderte Marco seit geraumer Zeit, weil;er der Star der Fussballmannschaft ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Amelia;Marco
402;402;108.0;6.0;5.0;2.0;es;object;f;Amelia bewunderte Marco seit geraumer Zeit, weil;er ein sehr guter Sportler war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Amelia;Marco
403;403;1011.0;2.0;5.0;2.0;es;object;f;Amelia bewunderte Marco seit geraumer Zeit, weil;er immer als Erster im Ziel ankam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Amelia;Marco
404;404;1016.0;2.0;5.0;2.0;es;object;f;Amelia bewunderte Marco seit geraumer Zeit, weil;er nie verschlafen aussah und immer putzmunter etwa eine Stunde zu spät im Seminar erschien.;5.0;so;pers;1.0;0.0;Selected;Experiment;Amelia;Marco
405;405;1021.0;6.0;5.0;2.0;es;object;f;Amelia bewunderte Marco seit geraumer Zeit, weil;er so gut Fußball spielen konnte;5.0;so;pers;1.0;0.0;Selected;Experiment;Amelia;Marco
406;406;1022.0;2.0;5.0;2.0;es;object;f;Amelia bewunderte Marco seit geraumer Zeit, weil;er die gleiche Musik wie sie mag.;5.0;so;pers;1.0;0.0;Selected;Experiment;Amelia;Marco
