index;Participant;List;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1_gender;NP2_gender;Verbtyp;Connective;Prompt;Continuation;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
2061;101;1;26;female;rechts;81479;72070;keine;ja;female;13;1;15604383096653;2;sodass_es_mf;verachten;subject; m; f;es; sodass; Lars verachtete Johanna, sodass ...;Johanna selten seine Nähe suchte.;sinnvoll;eine;so;NP2;Objekt;inkongruent;eigenname;0;nein;ja;ja;bias-inkongruente Anapher;andere morphosyntaktische Form;Selected;845;2;Selected;477;Lars verachtete Johanna, sodass; m;Lars;Johanna;es;verachtete;2;Johanna selten seine Nähe suchte.;er jedes Mal die Straßenseite wechselte, wenn er sie sah.
1831;413;4;29;male;rechts;72108;71032;keine;ja;male;13;15;15605383658311;2;sodass_es_fm;fürchten;subject; f; m;es; sodass; Katharina fürchtete Rüdiger, sodass ...;sie sich ständig beobachtet fühlte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;303;2048;Selected;409;Katharina fürchtete Rüdiger, sodass; f;Katharina;Rüdiger;es;fürchtete;2;sie sich ständig beobachtet fühlte.;sie immer einen Umweg ging, um ihm aus dem Weg zu gehen.
1262;307;3;18;female;rechts;70174;72074;keine;nein;female;74;4;15605283911308;2;sodass_se_fm;inspirieren;object; f; m;se; sodass; Saskia inspirierte Kevin, sodass ...;er den Wettbewerb gewann.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1949;1305;Selected;275;Saskia inspirierte Kevin, sodass; f;Saskia;Kevin;se;inspirierte;1;er den Wettbewerb gewann.;er seine Träume verwirklichte.
1891;411;4;26;female;rechts;71642;72074;keine;nein;female;34;17;15604280383602;2;sodass_se_fm;irritieren;object; f; m;se; sodass; Marike irritierte Felix, sodass ...;dieser nicht wusste, woran er bei igr war-;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;2006;1970;Selected;430;Marike irritierte Felix, sodass; f;Marike;Felix;se;irritierte;1;dieser nicht wusste, woran er bei igr war-;er nicht wusste, wie er reagieren sollte.
1346;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;46;2;15604141806228;2;weil_se_mf;faszinieren;subject; m; f;se; weil; Patrick faszinierte Anastasia, weil ...;er toll Schlagzeug spielen konnte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1201;1417;Selected;303;Patrick faszinierte Anastasia, weil; m;Patrick;Anastasia;se;faszinierte;0;er toll Schlagzeug spielen konnte.;er eine geheimnisvolle Ausstrahlung hatte und stets spannende Geschichten aus fernen Ländern erzählte.
849;206;2;19;female;rechts;73432;72072;keine;ja;female;36;11;15605187081085;2;weil_es_mf;bewundern;object; m; f;es; weil; Armin bewunderte Anna, weil ...;sie gut tanzen kann;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;930;732;Selected;193;Armin bewunderte Anna, weil; m;Armin;Anna;es;bewunderte;3;sie gut tanzen kann;sie immer mitfühlend und hilfsbereit war.
477;107;1;30;female;rechts;71131;71093;keine;nein;female;83;4;15604157241176;2;weil_se_mf;inspirieren;subject; m; f;se; weil; Kevin inspirierte Saskia, weil ...;er selbstbewusst war.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1324;268;Selected;126;Kevin inspirierte Saskia, weil; m;Kevin;Saskia;se;inspirierte;0;er selbstbewusst war.;er mit seiner kreativen Energie und seinem unerschütterlichen Optimismus neue Möglichkeiten aufzeigte.
79;302;3;26;female;rechts;83527;70619;keine;ja;female;120;19;15604477601581;2;weil_se_fm;erschüttern;subject; f; m;se; weil; Alisa erschütterte Alexander, weil ...;er unehrlich war;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;1063;1119;Not Selected;8;Alisa erschütterte Alexander, weil; f;Alisa;Alexander;se;erschütterte;0;er unehrlich war;sie ein Geheimnis enthüllte, das alles veränderte.
186;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;85;17;15604165604425;2;weil_es_fm;vermissen;object; f; m;es; weil; Marike vermisste Felix, weil ...;die beiden sich schon lange nicht mehr gesehen haben.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1744;1430;Not Selected;44;Marike vermisste Felix, weil; f;Marike;Felix;es;vermisste;3;die beiden sich schon lange nicht mehr gesehen haben.;er ihr bester Freund war und immer ein offenes Ohr für sie hatte.
1118;302;3;26;female;rechts;83527;70619;keine;ja;female;82;8;15604474452087;2;weil_es_mf;mögen;object; m; f;es; weil; Tobias mochte Jennifer, weil ...;sie schön war;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;433;1105;Selected;247;Tobias mochte Jennifer, weil; m;Tobias;Jennifer;es;mochte;3;sie schön war;sie ihm immer zuhörte und ihm das Gefühl gab, verstanden zu werden.
349;103;1;32;male;rechts;27472;72074;keine;ja;male;15;3;15605458767362;2;weil_es_fm;verabscheuen;object; f; m;es; weil; Simone verabscheute Michael, weil ...;er ständig unangebrachte Witze riss;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1819;88;Selected;95;Simone verabscheute Michael, weil; f;Simone;Michael;es;verabscheute;3;er ständig unangebrachte Witze riss;er ständig unzuverlässig war und ihre Gefühle ignorierte.
1260;307;3;18;female;rechts;70174;72074;keine;nein;female;76;3;15605284124598;2;sodass_es_mf;verabscheuen;subject; m; f;es; sodass; Michael verabscheute Simone, sodass ...;er sie schlug,;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1268;1306;Selected;273;Michael verabscheute Simone, sodass; m;Michael;Simone;es;verabscheute;2;er sie schlug,;er jeglichen Kontakt mit ihr vermied.
481;107;1;30;female;rechts;71131;71093;keine;nein;female;5;6;15604138072464;2;sodass_se_fm;verwirren;object; f; m;se; sodass; Jana verwirrte Daniel, sodass ...;er seine Augen weit aufriss.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;9;241;Selected;130;Jana verwirrte Daniel, sodass; f;Jana;Daniel;se;verwirrte;1;er seine Augen weit aufriss.;er nicht wusste, wie er reagieren sollte.
834;206;2;19;female;rechts;73432;72072;keine;ja;female;115;1;15605194551473;2;sodass_es_fm;verachten;subject; f; m;es; sodass; Johanna verachtete Lars, sodass ...;sie ihm nichts anvertraute;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;48;759;Selected;178;Johanna verachtete Lars, sodass; f;Johanna;Lars;es;verachtete;2;sie ihm nichts anvertraute;sie jedes Gespräch mit ihm vermied.
303;101;1;26;female;rechts;81479;72070;keine;ja;female;110;13;15604401946298;2;weil_se_fm;langweilen;subject; f; m;se; weil; Melanie langweilte Jacob, weil ...;sie die ganze Zeit über Politik redete.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;902;35;Selected;79;Melanie langweilte Jacob, weil; f;Melanie;Jacob;se;langweilte;0;sie die ganze Zeit über Politik redete.;sie ständig über Themen sprach, die ihn nicht interessierten.
475;107;1;30;female;rechts;71131;71093;keine;nein;female;55;3;1560415066507;2;weil_es_fm;verabscheuen;object; f; m;es; weil; Simone verabscheute Michael, weil ...;er keinen Respekt vor Frauen hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1035;259;Selected;124;Simone verabscheute Michael, weil; f;Simone;Michael;es;verabscheute;3;er keinen Respekt vor Frauen hatte.;er sie ständig kritisierte und ihre Anstrengungen nie zu schätzen wusste.
1755;411;4;26;female;rechts;71642;72074;keine;nein;female;38;2;15604281110762;2;weil_es_fm;verehren;object; f; m;es; weil; Anastasia verehrte Patrick, weil ...;er sie mit seinem Intellekt faszinierte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1147;1972;Selected;363;Anastasia verehrte Patrick, weil; f;Anastasia;Patrick;es;verehrte;3;er sie mit seinem Intellekt faszinierte.;er immer ein offenes Ohr für sie hatte und sie sich bei ihm geborgen fühlte.
286;101;1;26;female;rechts;81479;72070;keine;ja;female;36;3;15604388570037;2;weil_es_fm;verabscheuen;object; f; m;es; weil; Simone verabscheute Michael, weil ...;er Sofie betrogen hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;459;10;Selected;62;Simone verabscheute Michael, weil; f;Simone;Michael;es;verabscheute;3;er Sofie betrogen hatte.;er sie ständig unterbrach und ihre Meinung nie ernst nahm.
1778;411;4;26;female;rechts;71642;72074;keine;nein;female;53;20;15604283567189;2;weil_se_fm;erschrecken;subject; f; m;se; weil; Aisha erschreckte Albert, weil ...;sie unangekündigt vor seiner Tür stand.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1461;1977;Selected;386;Aisha erschreckte Albert, weil; f;Aisha;Albert;se;erschreckte;0;sie unangekündigt vor seiner Tür stand.;sie plötzlich laut aufschrie.
1950;206;2;19;female;rechts;73432;72072;keine;ja;female;83;9;15605191532947;2;sodass_es_fm;hassen;subject; f; m;es; sodass; Annemarie hasste Malte, sodass ...;er sie auch nicht mochte;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;711;749;Selected;451;Annemarie hasste Malte, sodass; f;Annemarie;Malte;es;hasste;2;er sie auch nicht mochte;sie jeden Kontakt mit ihm vermied.
2075;107;1;30;female;rechts;71131;71093;keine;nein;female;33;9;15604145313726;2;weil_se_fm;stören;subject; f; m;se; weil; Annemarie störte Malte, weil ...;dieser eigentlich gerade schlafen wollte.;sinnvoll;eine;so;NP2;Objekt;inkongruent;prox_dem;0;nein;ja;ja;bias-inkongruente Anapher;andere morphosyntaktische Form;Selected;796;251;Selected;478;Annemarie störte Malte, weil; f;Annemarie;Malte;se;störte;0;dieser eigentlich gerade schlafen wollte.;er immer so laut Musik hörte, wenn sie versuchte zu lernen.
1284;307;3;18;female;rechts;70174;72074;keine;nein;female;16;19;15605276767337;2;weil_se_fm;erschüttern;subject; f; m;se; weil; Alisa erschütterte Alexander, weil ...;sie blond statt braunhaarig war;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1853;1284;Selected;297;Alisa erschütterte Alexander, weil; f;Alisa;Alexander;se;erschütterte;0;sie blond statt braunhaarig war;sie ihm ein Geheimnis offenbarte, das seine Welt auf den Kopf stellte.
1110;302;3;26;female;rechts;83527;70619;keine;ja;female;112;4;15604476879653;2;weil_es_mf;respektieren;object; m; f;es; weil; Kevin respektierte Saskia, weil ...;sie klug war;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;99;1114;Selected;239;Kevin respektierte Saskia, weil; m;Kevin;Saskia;es;respektierte;3;sie klug war;sie immer ehrlich und zuverlässig war.
1819;413;4;29;male;rechts;72108;71032;keine;ja;male;109;6;15605421252977;2;sodass_se_mf;verwirren;object; m; f;se; sodass; Daniel verwirrte Jana, sodass ...;sie ihm ein Sandwich mit Holz belegte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1122;2080;Selected;397;Daniel verwirrte Jana, sodass; m;Daniel;Jana;se;verwirrte;1;sie ihm ein Sandwich mit Holz belegte.;sie nicht mehr wusste, was er wirklich meinte.
844;206;2;19;female;rechts;73432;72072;keine;ja;female;50;7;15605188535775;2;weil_es_mf;schätzen;object; m; f;es; weil; Oliver schätzte Lena, weil ...;sie ihm oft hilft;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;178;737;Selected;188;Oliver schätzte Lena, weil; m;Oliver;Lena;es;schätzte;3;sie ihm oft hilft;sie immer ein offenes Ohr für ihn hatte und ihn in schwierigen Zeiten unterstützte.
484;107;1;30;female;rechts;71131;71093;keine;nein;female;105;9;15604161841523;2;sodass_es_mf;hassen;subject; m; f;es; sodass; Malte hasste Annemarie, sodass ...;er ihr die Reifen zerstoch.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;123;275;Selected;133;Malte hasste Annemarie, sodass; m;Malte;Annemarie;es;hasste;2;er ihr die Reifen zerstoch.;er jedes Mal wütend wurde, wenn er ihren Namen hörte.
1866;212;2;30;male;rechts;99192;72108;keine;ja;male;85;15;15604159969624;2;sodass_se_fm;ängstigen;object; f; m;se; sodass; Katharina ängstigte Rüdiger, sodass ...;dieser zu weinen begann.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1064;989;Selected;423;Katharina ängstigte Rüdiger, sodass; f;Katharina;Rüdiger;se;ängstigte;1;dieser zu weinen begann.;er sich unsicher fühlte und ihr gegenüber vorsichtig wurde.
1738;410;4;23;female;rechts;72459;72076;Französisch;nein;female;76;11;1560435737142;2;sodass_es_fm;bewundern;subject; f; m;es; sodass; Anna bewunderte Armin, sodass ...;sie ihm immer Pralinen schenkte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1931;1947;Selected;346;Anna bewunderte Armin, sodass; f;Anna;Armin;es;bewunderte;2;sie ihm immer Pralinen schenkte.;sie sich bemühte, ihn zu beeindrucken.
1104;302;3;26;female;rechts;83527;70619;keine;ja;female;3;1;15604464948477;2;weil_es_fm;verachten;object; f; m;es; weil; Johanna verachtete Lars, weil ...;er arrogant war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;728;1080;Selected;233;Johanna verachtete Lars, weil; f;Johanna;Lars;es;verachtete;3;er arrogant war.;er sie ständig belog.
347;103;1;32;male;rechts;27472;72074;keine;ja;male;7;1;15605457056745;2;sodass_es_mf;verachten;subject; m; f;es; sodass; Lars verachtete Johanna, sodass ...;er sie mied, wann immer er konnte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1934;85;Selected;93;Lars verachtete Johanna, sodass; m;Lars;Johanna;es;verachtete;2;er sie mied, wann immer er konnte;er jeglichen Kontakt mit ihr vermied.
90;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;31;11;15604138297994;2;weil_se_fm;begeistern;subject; f; m;se; weil; Anna begeisterte Armin, weil ...;er tanzen kann.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;281;1412;Not Selected;13;Anna begeisterte Armin, weil; f;Anna;Armin;se;begeisterte;0;er tanzen kann.;sie ihm mit ihrer kreativen Idee eine neue Perspektive eröffnete.
1748;410;4;23;female;rechts;72459;72076;Französisch;nein;female;74;16;15604357017686;2;sodass_es_mf;vertrauen;subject; m; f;es; sodass; Dennis vertraute Stefanie, sodass ...;er ihr viel erzählte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1973;1945;Selected;356;Dennis vertraute Stefanie, sodass; m;Dennis;Stefanie;es;vertraute;2;er ihr viel erzählte.;sie ihm ein Geheimnis anvertraute.
762;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;44;19;15604620645008;2;weil_es_mf;sorgen sich um;object; m; f;es; weil; Alexander sorgte sich um Alisa, weil ...;sie krank war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1029;614;Selected;173;Alexander sorgte sich um Alisa, weil; m;Alexander;Alisa;es;sorgte sich um;3;sie krank war.;sie plötzlich nicht mehr erreichbar war.
854;206;2;19;female;rechts;73432;72072;keine;ja;female;102;13;1560519339454;2;sodass_es_fm;bemitleiden;subject; f; m;es; sodass; Melanie bemitleidete Jacob, sodass ...;sie ihn besuchte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1011;756;Selected;198;Melanie bemitleidete Jacob, sodass; f;Melanie;Jacob;es;bemitleidete;2;sie ihn besuchte;er sich nicht mehr alleine fühlte.
850;206;2;19;female;rechts;73432;72072;keine;ja;female;114;11;15605194468558;2;sodass_se_fm;begeistern;object; f; m;se; sodass; Anna begeisterte Armin, sodass ...;er entzückt war;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;156;758;Selected;194;Anna begeisterte Armin, sodass; f;Anna;Armin;se;begeisterte;1;er entzückt war;er sich voller Vorfreude auf das gemeinsame Abenteuer einließ.
1265;307;3;18;female;rechts;70174;72074;keine;nein;female;64;6;15605283036191;2;weil_se_mf;verwirren;subject; m; f;se; weil; Daniel verwirrte Jana, weil ...;er eine Kartoffel mit einer Gurke verwechselte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;434;1301;Selected;278;Daniel verwirrte Jana, weil; m;Daniel;Jana;se;verwirrte;0;er eine Kartoffel mit einer Gurke verwechselte.;er plötzlich in einer unbekannten Sprache zu sprechen begann.
1735;410;4;23;female;rechts;72459;72076;Französisch;nein;female;51;9;15604354186991;2;sodass_se_fm;stören;object; f; m;se; sodass; Annemarie störte Malte, sodass ...;er sich nicht mehr konzentrieren konnte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;247;1936;Selected;343;Annemarie störte Malte, sodass; f;Annemarie;Malte;se;störte;1;er sich nicht mehr konzentrieren konnte.;er seine Konzentration verlor und genervt seufzte.
1282;307;3;18;female;rechts;70174;72074;keine;nein;female;31;18;15605279269637;2;weil_se_mf;erstaunen;subject; m; f;se; weil; Klaus erstaunte Marie, weil ...;er ihr unaufgefordert half.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;625;1293;Selected;295;Klaus erstaunte Marie, weil; m;Klaus;Marie;se;erstaunte;0;er ihr unaufgefordert half.;er plötzlich fließend Französisch sprach.
839;206;2;19;female;rechts;73432;72072;keine;ja;female;21;4;15605185519014;2;weil_es_fm;respektieren;object; f; m;es; weil; Saskia respektierte Kevin, weil ...;er ihr schon oft geholfen hatte;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;396;725;Selected;183;Saskia respektierte Kevin, weil; f;Saskia;Kevin;es;respektierte;3;er ihr schon oft geholfen hatte;er immer ehrlich und zuverlässig war.
747;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;95;7;1560462749552;2;sodass_se_fm;überraschen;object; f; m;se; sodass; Lena überraschte Oliver, sodass ...;er keine Worte hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1164;632;Selected;158;Lena überraschte Oliver, sodass; f;Lena;Oliver;se;überraschte;1;er keine Worte hatte.;er vor Freude sprachlos war und sie beide herzlich lachten.
183;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;83;11;15604164897825;2;sodass_es_mf;bewundern;subject; m; f;es; sodass; Armin bewunderte Anna, sodass ...;die beiden sehr viel Zeit miteinander verbringen und viel miteinander lachen.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1736;1428;Not Selected;41;Armin bewunderte Anna, sodass; m;Armin;Anna;es;bewunderte;2;die beiden sehr viel Zeit miteinander verbringen und viel miteinander lachen.;er stets versuchte, ihr nah zu sein und von ihr zu lernen.
1108;302;3;26;female;rechts;83527;70619;keine;ja;female;87;3;15604474857292;2;weil_se_fm;enttäuschen;subject; f; m;se; weil; Simone enttäuschte Michael, weil ...;sie blöd war;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;135;1107;Selected;237;Simone enttäuschte Michael, weil; f;Simone;Michael;se;enttäuschte;0;sie blöd war;sie vergessen hatte, seine Geburtstagsparty zu organisieren.
1133;302;3;26;female;rechts;83527;70619;keine;ja;female;13;17;15604466717976;2;weil_es_fm;vermissen;object; f; m;es; weil; Marike vermisste Felix, weil ...;er immer für sie da war.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1213;1082;Selected;262;Marike vermisste Felix, weil; f;Marike;Felix;es;vermisste;3;er immer für sie da war.;sein Lachen ihren Alltag heller machte.
1814;413;4;29;male;rechts;72108;71032;keine;ja;male;46;3;15605394696496;2;weil_se_mf;enttäuschen;subject; m; f;se; weil; Michael enttäuschte Simone, weil ...;er sie wieder nicht zum Orgasmus bringen konnte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1640;2061;Selected;392;Michael enttäuschte Simone, weil; m;Michael;Simone;se;enttäuschte;0;er sie wieder nicht zum Orgasmus bringen konnte.;er ihr Versprechen nicht einhielt.
1115;302;3;26;female;rechts;83527;70619;keine;ja;female;105;6;15604476406081;2;sodass_es_fm;misstrauen;subject; f; m;es; sodass; Jana misstraute Daniel, sodass ...;sie ihm nicht traute;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1985;1111;Selected;244;Jana misstraute Daniel, sodass; f;Jana;Daniel;es;misstraute;2;sie ihm nicht traute;sie seine Erklärungen stets hinterfragte und Beweise verlangte.
254;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;98;8;15604627954767;2;sodass_se_mf;gefallen;object; m; f;se; sodass; Tobias gefiel Jennifer, sodass ...;er sie nach einem Treffen fragte.;sinnvoll;zwei;so;NP1;Subjekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Not Selected;1051;633;Selected;51;Tobias gefiel Jennifer, sodass; m;Tobias;Jennifer;se;gefiel;1;er sie nach einem Treffen fragte.;er sich bemühte, ihre Aufmerksamkeit zu gewinnen.
502;107;1;30;female;rechts;71131;71093;keine;nein;female;69;20;15604154095365;2;sodass_es_fm;bedauern;subject; f; m;es; sodass; Aisha bedauerte Albert, sodass ...;sie ihn tröstete.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;361;263;Selected;151;Aisha bedauerte Albert, sodass; f;Aisha;Albert;es;bedauerte;2;sie ihn tröstete.;sie ihm half, seine Probleme zu lösen.
1766;411;4;26;female;rechts;71642;72074;keine;nein;female;109;12;15604292300909;2;sodass_es_mf;lieben;subject; m; f;es; sodass; Fritz liebte Emma, sodass ...;er alles für sie tun würde.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;403;1998;Selected;374;Fritz liebte Emma, sodass; m;Fritz;Emma;es;liebte;2;er alles für sie tun würde.;er bereit war, für sie alle Hindernisse zu überwinden.
1774;411;4;26;female;rechts;71642;72074;keine;nein;female;71;17;15604286300955;2;weil_es_mf;vermissen;object; m; f;es; weil; Felix vermisste Marike, weil ...;sie einfach schnon zu lange fort war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1576;1983;Selected;382;Felix vermisste Marike, weil; m;Felix;Marike;es;vermisste;3;sie einfach schnon zu lange fort war.;sie seine beste Freundin war und er ihre fröhliche und unterstützende Art schätzte.
1759;411;4;26;female;rechts;71642;72074;keine;nein;female;49;5;15604282947984;2;weil_es_mf;vergöttern;object; m; f;es; weil; Tim vergötterte Martha, weil ...;sie die schönste Frau in seinen AUgen war.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;569;1975;Selected;367;Tim vergötterte Martha, weil; m;Tim;Martha;es;vergötterte;3;sie die schönste Frau in seinen AUgen war.;sie immer für ihn da war und ihn verstand wie niemand sonst.
1964;212;2;30;male;rechts;99192;72108;keine;ja;male;14;14;15604150790703;2;weil_se_fm;verblüffen;subject; f; m;se; weil; Janina verblüffte Yannick, weil ...;er nicht mit ihrer Schlagfertigkeit gerechnet hatte.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;853;967;Selected;457;Janina verblüffte Yannick, weil; f;Janina;Yannick;se;verblüffte;0;er nicht mit ihrer Schlagfertigkeit gerechnet hatte.;sie plötzlich fließend Mandarin sprach, obwohl sie es nie zuvor gelernt hatte.
364;103;1;32;male;rechts;27472;72074;keine;ja;male;11;13;15605458015203;2;sodass_es_mf;bemitleiden;subject; m; f;es; sodass; Jacob bemitleidete Melanie, sodass ...;er ihr die Tafel Schokolade schenkte, die er immer mit sich herumtrug.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1048;86;Selected;110;Jacob bemitleidete Melanie, sodass; m;Jacob;Melanie;es;bemitleidete;2;er ihr die Tafel Schokolade schenkte, die er immer mit sich herumtrug.;er ihr seine Hilfe anbot.
